"id","user_id","outlet_id","outlet_code","outlet_name","channel_option","channel","visit_type","owner_name","mobile_number","address","city","state","pincode","latitude","longitude","flag","created_at","updated_at"
"26","5","OUT023",NULL,"Consumer Home 8",NULL,NULL,"consumer","Simran Kaur","9000000023","Sector 23","Faridabad","Haryana","121003","28.5920","77.3420","0","2026-05-15 06:37:43","2026-05-15 06:37:43"
"27","5","OUT024",NULL,"Consumer Home 9",NULL,NULL,"consumer","Sneha Verma","9000000024","Sector 24","Delhi","Delhi","110011","28.5930","77.3430","0","2026-05-15 06:37:43","2026-05-15 06:37:43"
"28","5","OUT025",NULL,"Consumer Home 10",NULL,NULL,"consumer","Aarti Sharma","9000000025","Sector 25","Noida","UP","201301","28.5940","77.3440","0","2026-05-15 06:37:43","2026-05-15 06:37:43"
"29","2","OUT029",NULL,"abc","Pharmacy Store","Pharmacy Store","trade",,"9876556789","abc","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-17 06:20:36","2026-05-19 12:21:36"
"30","2","OUT030",NULL,"Pal hospital","General Physician","hcp","hcp","Dr. Abhishek Bhardwaj","9875678767","Lalganj near ramlala road new delhi 110556","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-17 06:25:43","2026-05-19 12:21:36"
"31","2","OUT031",NULL,"Consumer Interaction","Pain Relief","consumer","consumer","Ram vilash sharma ","9876545678","Direct Consumer Interaction Track","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-18 05:58:55","2026-05-18 09:03:49"
"35","2","OUT035",NULL,"Consumer Interaction",NULL,"consumer","consumer","Dr. Abhishek Bhardwaj",NULL,"Direct Consumer Interaction Track","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-19 07:11:12","2026-05-19 11:20:00"
"37","2","OUT037",NULL,"Shree Medical Agency","Pharmacy Store","Pharmacy Store","trade","Rakesh Verma","9000000011","Sector 11","Noida","UP","201301","28.5810","77.3150","0","2026-05-19 11:13:22","2026-05-19 11:20:05"
"38","2","OUT038",NULL,"Apollo Medicos","MT Store","MT Store","trade","Anil Sharma","9000000012","Sector 22","Delhi","Delhi","110001","28.6139","77.2090","0","2026-05-19 11:13:22","2026-05-19 12:21:36"
"39","2","OUT039",NULL,"Dr. Priya Clinic","HCP","hcp","hcp","Dr. Priya Mehta - Gynaecologist","9000000013","Sector 15","Ghaziabad","UP","201010","28.6692","77.4538","0","2026-05-19 11:13:22","2026-05-19 11:20:11"
"40","2","OUT040",NULL,"Dr. Amit Care","HCP","hcp","hcp","Dr. Amit Singh - Physician","9000000014","Karol Bagh","Delhi","Delhi","110005","28.6519","77.1909","0","2026-05-19 11:13:22","2026-05-19 11:20:13"
"41","2","OUT041",NULL,"Skin Plus Clinic","HCP","hcp","hcp","Dr. Neha Kapoor - Dermatologist","9000000015","Sector 18","Noida","UP","201301","28.5708","77.3260","0","2026-05-19 11:13:22","2026-05-21 04:20:24"
"42","2","OUT042",NULL,"Daily Needs Store","Grocery Store","consumer","consumer","Mohit Jain","9000000016","Sector 44","Noida","UP","201303","28.5560","77.3500","0","2026-05-19 11:13:22","2026-05-19 11:20:21"
"43","2","OUT043",NULL,"Family Super Mart","Commerce","Commerce","consumer","Pankaj Arora","9000000017","Laxmi Nagar","Delhi","Delhi","110092","28.6328","77.2773","0","2026-05-19 11:13:22","2026-05-19 11:20:25"
"44","2","OUT044",NULL,"Fresh Basket","Grocery Store","consumer","consumer","Vikas Sharma","9000000018","Vaishali","Ghaziabad","UP","201012","28.6495","77.3391","1","2026-05-19 11:13:22","2026-05-30 04:36:54"
"45","2","OUT021",NULL,"Metro Pharma Hub","Pharmacy Store","Pharmacy Store","trade","Amit Chauhan","9000000021","Sector 21","Noida","UP","201301","28.5672","77.3210","0","2026-05-19 11:22:56","2026-05-19 11:22:56"
"46","2","OUT022",NULL,"Wellness Drug House","Medical Store","Pharmacy Store","trade","Sandeep Kumar","9000000022","Raj Nagar","Ghaziabad","UP","201002","28.6760","77.4330","0","2026-05-19 11:22:56","2026-05-19 12:12:51"
"47","2","OUT023",NULL,"Prime Medicos","Chemist","Pharmacy Store","trade","Rahul Bansal","9000000023","Dwarka Sector 10","Delhi","Delhi","110075","28.5921","77.0460","0","2026-05-19 11:22:56","2026-05-19 12:12:53"
"48","2","OUT024",NULL,"Care Plus Pharmacy","MT Store","MT Store","trade","Vijay Arora","9000000024","Indirapuram","Ghaziabad","UP","201014","28.6469","77.3700","0","2026-05-19 11:22:56","2026-05-21 04:20:24"
"49","2","OUT025",NULL,"Health First Medicos","Pharmacy Store","Pharmacy Store","trade","Deepak Sharma","9000000025","Sector 62","Noida","UP","201309","28.6280","77.3649","0","2026-05-19 11:22:56","2026-05-21 04:20:24"
"50","2","OUT050",NULL,"Mt store","MT Store","MT Store","trade","raghav ","9000000024","Indirapuram","Ghaziabad","UP","201014","28.6469","77.3700","0","2026-05-19 11:22:56","2026-05-21 04:20:24"
"51","2","OUT051",NULL,"Ujej",NULL,"MT Store","trade",,NULL,,"Delhi","Haryana",NULL,NULL,NULL,"1","2026-05-19 13:18:28","2026-05-30 04:19:17"
"92","6","OUT6001",NULL,"HealthCare Plus","Pharmacy Store","Pharmacy Store","trade","Amit Verma","9000001001","Sector 10","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"93","6","OUT6002",NULL,"MediLife Pharmacy","Pharmacy Store","Pharmacy Store","trade","Rohit Sharma","9000001002","Sector 12","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"94","6","OUT6003",NULL,"CareWell Medical","MT Store","MT Store","trade","Deepak Jain","9000001003","Sector 15","Delhi","Delhi","110001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"95","6","OUT6004",NULL,"ABC Wellness","Dcommerce","Dcommerce","trade","Anuj Gupta","9000001004","Karol Bagh","Delhi","Delhi","110005",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"96","6","OUT6005",NULL,"LifeSpring Pharma","Pharmacy Store","Pharmacy Store","trade","Vikas Kumar","9000001005","Sector 18","Gurgaon","Haryana","122001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"97","6","OUT6006",NULL,"Sunrise Medicos","MT Store","MT Store","trade","Karan Mehta","9000001006","MG Road","Gurgaon","Haryana","122002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"98","6","OUT6007",NULL,"Apollo Wellness","Pharmacy Store","Pharmacy Store","trade","Sanjay Arora","9000001007","Sector 8","Faridabad","Haryana","121001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"99","6","OUT6008",NULL,"Healthy Choice","Dcommerce","Dcommerce","trade","Rahul Singh","9000001008","NIT 5","Faridabad","Haryana","121002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"100","6","OUT6009",NULL,"MediZone Store","Pharmacy Store","Pharmacy Store","trade","Manoj Sharma","9000001009","Sector 21","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"101","6","OUT6010",NULL,"Wellness Chemist","MT Store","MT Store","trade","Tarun Bansal","9000001010","Connaught Place","Delhi","Delhi","110001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 08:10:58"
"102","7","OUT7001",NULL,"City Medicos","Pharmacy Store","Pharmacy Store","trade","Ajay Sethi","9000002001","Sector 1","Chandigarh","Punjab","160001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"103","7","OUT7002",NULL,"Prime Pharma","MT Store","MT Store","trade","Nitin Arora","9000002002","Sector 5","Chandigarh","Punjab","160002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"104","7","OUT7003",NULL,"WellCare Store","Dcommerce","Dcommerce","trade","Gurpreet Singh","9000002003","Model Town","Ludhiana","Punjab","141001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"105","7","OUT7004",NULL,"MediTrust","Pharmacy Store","Pharmacy Store","trade","Harpreet Gill","9000002004","Civil Lines","Ludhiana","Punjab","141002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"106","7","OUT7005",NULL,"CarePlus Chemist","MT Store","MT Store","trade","Jaspreet Singh","9000002005","Sector 22","Chandigarh","Punjab","160022",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"107","7","OUT7006",NULL,"HealthHub","Pharmacy Store","Pharmacy Store","trade","Navdeep Kaur","9000002006","Sector 9","Mohali","Punjab","140301",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"108","7","OUT7007",NULL,"LifeLine Pharma","Dcommerce","Dcommerce","trade","Amandeep Singh","9000002007","Phase 5","Mohali","Punjab","140302",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"109","7","OUT7008",NULL,"MediCare Point","MT Store","MT Store","trade","Rajveer Singh","9000002008","GT Road","Amritsar","Punjab","143001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"110","7","OUT7009",NULL,"Healthy Living","Pharmacy Store","Pharmacy Store","trade","Kamaljit Singh","9000002009","Ranjit Avenue","Amritsar","Punjab","143002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"111","7","OUT7010",NULL,"PharmaOne","MT Store","MT Store","trade","Simranjeet Kaur","9000002010","Sector 70","Mohali","Punjab","140308",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"112","8","OUT8001",NULL,"Raj Medicos","Pharmacy Store","Pharmacy Store","trade","Pradeep Kumar","9000003001","Hazratganj","Lucknow","UP","226001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"113","8","OUT8002",NULL,"Wellness Mart","MT Store","MT Store","trade","Anil Mishra","9000003002","Aliganj","Lucknow","UP","226002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"114","8","OUT8003",NULL,"Care Chemist","Dcommerce","Dcommerce","trade","Rakesh Tiwari","9000003003","Indira Nagar","Lucknow","UP","226016",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"115","8","OUT8004",NULL,"HealthFirst","Pharmacy Store","Pharmacy Store","trade","Sandeep Verma","9000003004","Gomti Nagar","Lucknow","UP","226010",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"116","8","OUT8005",NULL,"MediLink","MT Store","MT Store","trade","Akhilesh Singh","9000003005","Cantt Area","Kanpur","UP","208001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"117","8","OUT8006",NULL,"LifeCare Pharma","Pharmacy Store","Pharmacy Store","trade","Puneet Agarwal","9000003006","Swaroop Nagar","Kanpur","UP","208002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"118","8","OUT8007",NULL,"Prime Wellness","Dcommerce","Dcommerce","trade","Dinesh Gupta","9000003007","Civil Lines","Prayagraj","UP","211001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"119","8","OUT8008",NULL,"City Health Store","MT Store","MT Store","trade","Naveen Srivastava","9000003008","George Town","Prayagraj","UP","211002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"120","8","OUT8009",NULL,"Apollo Pharma","Pharmacy Store","Pharmacy Store","trade","Vivek Saxena","9000003009","Sigra","Varanasi","UP","221001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"121","8","OUT8010",NULL,"MediWorld","MT Store","MT Store","trade","Ravi Shukla","9000003010","Lanka","Varanasi","UP","221002",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"122","9","OUT9001",NULL,"MediKing","Pharmacy Store","Pharmacy Store","trade","Suresh Patil","9000004001","Shivaji Nagar","Pune","Maharashtra","411001",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"123","9","OUT9002",NULL,"Care Hub","MT Store","MT Store","trade","Ajit Deshmukh","9000004002","Baner","Pune","Maharashtra","411045",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"124","9","OUT9003",NULL,"Wellness Point","Dcommerce","Dcommerce","trade","Mahesh Kulkarni","9000004003","Kothrud","Pune","Maharashtra","411038",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"125","9","OUT9004",NULL,"Prime Health","Pharmacy Store","Pharmacy Store","trade","Nikhil Joshi","9000004004","Hinjewadi","Pune","Maharashtra","411057",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"126","9","OUT9005",NULL,"LifeSpring Medicos","MT Store","MT Store","trade","Ganesh Pawar","9000004005","Wakad","Pune","Maharashtra","411027",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"127","9","OUT9006",NULL,"HealthCare Mart","Pharmacy Store","Pharmacy Store","trade","Rohan Kale","9000004006","Andheri","Mumbai","Maharashtra","400053",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"128","9","OUT9007",NULL,"MediLine","Dcommerce","Dcommerce","trade","Sagar Naik","9000004007","Borivali","Mumbai","Maharashtra","400092",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"129","9","OUT9008",NULL,"City Pharma","MT Store","MT Store","trade","Ketan Shah","9000004008","Thane West","Thane","Maharashtra","400601",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"130","9","OUT9009",NULL,"WellCare Pharmacy","Pharmacy Store","Pharmacy Store","trade","Prakash More","9000004009","Dadar","Mumbai","Maharashtra","400014",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"131","9","OUT9010",NULL,"Healthy Life Store","MT Store","MT Store","trade","Umesh Jadhav","9000004010","Viman Nagar","Pune","Maharashtra","411014",NULL,NULL,"0","2026-05-20 05:11:51","2026-05-20 05:11:51"
"132","6","OUT6G001",NULL,"Fresh Basket Grocery","Grocery Store","Grocery Store","trade","Ramesh Gupta","9100000001","Sector 22","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 08:10:31"
"133","6","OUT6G002",NULL,"Daily Needs Mart","Grocery Store","Grocery Store","trade","Sanjay Arora","9100000002","Sector 18","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 08:10:36"
"134","6","OUT6G003",NULL,"GreenLeaf Grocery","Grocery Store","Grocery Store","trade","Amit Bansal","9100000003","Raj Nagar","Ghaziabad","UP","201002",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 08:34:33"
"135","7","OUT7G001",NULL,"Family Grocery Hub","Grocery Store","Grocery Store","trade","Gurpreet Singh","9100000004","Sector 17","Chandigarh","Punjab","160017",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"136","7","OUT7G002",NULL,"EasyDay Grocery","Grocery Store","Grocery Store","trade","Harmeet Gill","9100000005","Phase 3","Mohali","Punjab","140301",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"137","7","OUT7G003",NULL,"Punjab Fresh Store","Grocery Store","Grocery Store","trade","Navdeep Singh","9100000006","Model Town","Ludhiana","Punjab","141001",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"138","8","OUT8G001",NULL,"Raj Grocery Point","Grocery Store","Grocery Store","trade","Vikas Tiwari","9100000007","Gomti Nagar","Lucknow","UP","226010",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"139","8","OUT8G002",NULL,"Super Daily Store","Grocery Store","Grocery Store","trade","Anil Mishra","9100000008","Indira Nagar","Lucknow","UP","226016",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"140","8","OUT8G003",NULL,"FreshMart Grocery","Grocery Store","Grocery Store","trade","Rohit Saxena","9100000009","Civil Lines","Kanpur","UP","208001",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"141","9","OUT9G001",NULL,"Maha Grocery Store","Grocery Store","Grocery Store","trade","Ajay Patil","9100000010","Baner","Pune","Maharashtra","411045",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"142","9","OUT9G002",NULL,"City Needs Grocery","Grocery Store","Grocery Store","trade","Nilesh Deshmukh","9100000011","Wakad","Pune","Maharashtra","411057",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"143","9","OUT9G003",NULL,"Daily Fresh Mart","Grocery Store","Grocery Store","trade","Ketan Shah","9100000012","Andheri West","Mumbai","Maharashtra","400053",NULL,NULL,"0","2026-05-20 05:13:55","2026-05-20 05:13:55"
"144","6",NULL,"OUT101","Dr. Sharma Clinic","HCP","hcp","hcp","Dr. Alok Sharma - Pediatrician","9000000101","Sector 62","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"145","6",NULL,"OUT102","Metro Pharma & Grocery","Grocery Store","consumer","consumer","Rajesh Gupta","9000000102","Indirapuram","Ghaziabad","UP","201014",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"146","6",NULL,"OUT103","Skin & Laser Center","HCP","hcp","hcp","Dr. Kavita Rao - Dermatologist","9000000103","Connaught Place","Delhi","Delhi","110001",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"147","6",NULL,"OUT104","Quick Pick Supermart","Commerce","Commerce","consumer","Sanjay Kumar","9000000104","Sector 15","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"148","6",NULL,"OUT105","Dr. Verma Dental Care","HCP","hcp","hcp","Dr. Anjali Verma - Dentist","9000000105","Malviya Nagar","Delhi","Delhi","110017",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"149","7",NULL,"OUT106","Apex Heart & Medical","HCP","hcp","hcp","Dr. Sunil Mehra - Cardiologist","9000000106","Saket","Delhi","Delhi","110017",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"150","7",NULL,"OUT107","Daily Needs Mart","Grocery Store","consumer","consumer","Amit Bansal","9000000107","Sector 50","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"151","7",NULL,"OUT108","Dr. Kapoor Ortho Clinic","HCP","hcp","hcp","Dr. Vivek Kapoor - Orthopedic","9000000108","Raj Nagar","Ghaziabad","UP","201002",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"152","7",NULL,"OUT109","Value Bazaar","Commerce","Commerce","consumer","Rakesh Yadav","9000000109","Laxmi Nagar","Delhi","Delhi","110092",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"153","7",NULL,"OUT110","Vision Eye Care","HCP","hcp","hcp","Dr. Pooja Nair - Ophthalmologist","9000000110","Sector 18","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"154","8",NULL,"OUT111","Healwell Clinic","HCP","hcp","hcp","Dr. Manoj Joshi - Physician","9000000111","Karol Bagh","Delhi","Delhi","110005",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"155","8",NULL,"OUT112","Family Grocers","Grocery Store","consumer","consumer","Nitin Malhotra","9000000112","Vaishali","Ghaziabad","UP","201010",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"156","8",NULL,"OUT113","Dr. Sen Neuro Clinic","HCP","hcp","hcp","Dr. Rahul Sen - Neurologist","9000000113","Sector 22","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"157","8",NULL,"OUT114","City Mega Mart","Commerce","Commerce","consumer","Vijay Paul","9000000114","Dwarka","Delhi","Delhi","110075",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"158","8",NULL,"OUT115","Grace ENT Center","HCP","hcp","hcp","Dr. Megha Chawla - ENT Specialist","9000000115","Kavi Nagar","Ghaziabad","UP","201002",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"159","9",NULL,"OUT116","Dr. Das Diabetes Care","HCP","hcp","hcp","Dr. PK Das - Endocrinologist","9000000116","Rohini","Delhi","Delhi","110085",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"160","9",NULL,"OUT117","Fresh & Easy Store","Grocery Store","consumer","consumer","Harish Bisht","9000000117","Sector 76","Noida","UP","201301",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"161","9",NULL,"OUT118","Care & Cure Clinic","HCP","hcp","hcp","Dr. Neha Singh - Gynecologist","9000000118","Vasundhara","Ghaziabad","UP","201012",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"162","9",NULL,"OUT119","Smart Choice Bazaar","Commerce","consumer","consumer","Deepak Mishra","9000000119","Mayur Vihar","Delhi","Delhi","110091",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-21 03:46:33"
"163","9",NULL,"OUT120","Dr. Anand Kid Clinic","HCP","hcp","hcp","Dr. Saurabh Anand - Pediatrician","9000000120","Sector 93","Noida","UP","201304",NULL,NULL,"0","2026-05-20 05:20:49","2026-05-20 05:20:49"
"164","1","OUT164",NULL,"Abhi test",NULL,"Grocery Store","trade",,NULL,,"Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-20 09:21:28","2026-05-21 04:20:24"
"165","1","OUT165",NULL,"Sachin chauhan",NULL,"Pharmacy Store","trade",,"8864924023","Noida","Delhi","Haryana",NULL,NULL,NULL,"0","2026-05-20 11:18:27","2026-05-21 04:20:24"
"166","1","OUT166",NULL,"Consumer Interaction",NULL,"consumer","consumer","Test","8864924023","Direct Consumer Interaction Track","Delhi","Maharashtra",NULL,NULL,NULL,"0","2026-05-20 11:27:42","2026-05-20 11:27:42"
"167","1","OUT167",NULL,"Consumer Interaction",NULL,"consumer","consumer","Test","8864924023","Direct Consumer Interaction Track","Delhi","Maharashtra",NULL,NULL,NULL,"0","2026-05-20 11:28:26","2026-05-20 11:28:26"
"168","1","OUT168",NULL,"Test",NULL,"Grocery Store","trade",,"8864924023","Test","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-20 11:29:41","2026-05-21 04:20:24"
"169","1","OUT169",NULL,"Consumer Interaction 169",NULL,"consumer","consumer","Abhishek ",NULL,"Direct Consumer Interaction Track","Delhi","Delhi",NULL,NULL,NULL,"0","2026-05-20 11:30:15","2026-05-29 11:25:27"
